category_numeric,amt,state_numeric,job_numeric,trans_hour,month_name_numeric,dayOfWeek_numeric,is_fraud
4,9.17,11,11,6,8,1,0
12,101.6,35,3,6,8,1,0
12,66.89,1,1,6,8,1,0
6,36.94,30,14,6,8,1,0
11,40.2,5,7,6,8,1,0
11,55.66,17,3,6,8,1,0
12,118.87,11,14,6,8,1,0
3,61.54,30,0,7,8,1,0
9,4.04,15,19,7,8,1,0
11,62.68,11,11,7,8,1,0
11,78.89,11,12,7,8,1,0
12,87.68,4,4,7,8,1,0
9,69.11,11,20,7,8,1,0
11,74.45,18,14,7,8,1,0
12,140.23,3,3,7,8,1,0
4,5.37,14,21,7,8,1,0
7,2.22,0,0,7,8,1,0
11,49.66,10,7,7,8,1,0
13,85.83,1,11,7,8,1,0
13,78.74,10,7,7,8,1,0
4,9.29,33,20,7,8,1,0
12,23.04,8,2,7,8,1,0
6,74.67,1,11,7,8,1,0
9,93.06,11,19,7,8,1,0
13,62.6,10,7,7,8,1,0
13,44.66,18,14,7,8,1,0
12,87.25,5,10,7,8,1,0
11,46.37,17,7,8,8,1,0
6,33.85,7,2,8,8,1,0
7,3.35,4,2,8,8,1,0
12,145.76,9,10,8,8,1,0
12,66.07,25,16,8,8,1,0
7,8.33,6,19,8,8,1,0
6,37.76,28,3,8,8,1,0
12,187.56,7,16,8,8,1,0
11,54.58,17,7,8,8,1,0
13,26.48,1,11,8,8,1,0
11,47.83,1,1,8,8,1,0
11,34.62,0,5,9,8,1,0
12,104.14,4,4,9,8,1,0
4,943.17,20,1,9,8,1,0
13,30.63,8,9,9,8,1,0
7,5.64,2,8,9,8,1,0
7,2.35,7,15,9,8,1,0
7,3.29,2,2,9,8,1,0
4,20.88,3,3,9,8,1,0
12,98.29,25,21,9,8,1,0
6,5.05,24,17,9,8,1,0
12,217.11,11,3,9,8,1,0
11,57.21,2,14,9,8,1,0
11,59.57,29,20,9,8,1,0
7,11.76,23,16,9,8,1,0
12,180.32,11,19,9,8,1,0
11,74.41,0,0,9,8,1,0
11,67.37,11,12,9,8,1,0
4,8.71,21,10,9,8,1,0
12,193.66,2,8,10,8,1,0
6,196.67,1,11,10,8,1,0
11,70.55,11,21,10,8,1,0
12,120.87,3,3,10,8,1,0
4,120.62,29,6,10,8,1,0
11,50.39,11,11,10,8,1,0
7,1.4,17,3,10,8,1,0
12,205.85,5,5,10,8,1,0
9,2.78,11,20,10,8,1,0
11,47.66,17,3,10,8,1,0
11,43.22,4,4,10,8,1,0
12,94.6,34,1,10,8,1,0
13,50.6,1,11,10,8,1,0
11,75.18,9,10,10,8,1,0
4,7.49,4,2,10,8,1,0
13,56.83,11,12,10,8,1,0
11,55.6,5,7,10,8,1,0
6,17.11,11,3,11,8,1,0
11,43.47,11,14,11,8,1,0
9,8.93,11,11,11,8,1,0
13,82.7,8,2,11,8,1,0
12,130.63,12,5,11,8,1,0
12,54.23,32,11,11,8,1,0
12,193.72,1,11,11,8,1,0
6,8.65,11,11,11,8,1,0
7,970.67,10,7,11,8,1,0
11,49.68,25,21,11,8,1,0
11,62.26,21,13,11,8,1,0
9,21.37,21,9,11,8,1,0
11,82.0,35,3,11,8,1,0
7,14.77,10,7,11,8,1,0
11,68.97,11,21,11,8,1,0
7,9.28,10,7,11,8,1,0
1,104.04,6,11,12,8,1,0
2,84.34,1,11,12,8,1,0
1,77.02,28,19,12,8,1,0
1,74.26,21,1,12,8,1,0
2,34.27,11,19,12,8,1,0
6,52.64,14,19,12,8,1,0
8,23.43,16,4,12,8,1,0
10,536.57,28,3,12,8,1,0
7,13.76,1,1,12,8,1,0
0,14.66,1,11,12,8,1,0
6,9.02,2,10,12,8,1,0
6,5.59,4,4,12,8,1,0
0,22.45,11,14,13,8,1,0
1,45.42,13,1,13,8,1,0
4,169.62,5,5,13,8,1,0
0,9.59,5,7,13,8,1,0
10,9.34,4,2,13,8,1,0
8,5.83,18,14,13,8,1,0
4,192.55,5,5,13,8,1,0
0,62.47,14,21,13,8,1,0
8,118.74,11,19,13,8,1,0
0,54.63,5,5,13,8,1,0
8,3.21,11,12,13,8,1,0
5,22.27,5,5,13,8,1,0
6,209.64,11,12,13,8,1,0
0,21.04,4,4,13,8,1,0
1,47.42,7,2,13,8,1,0
1,142.57,2,2,13,8,1,0
5,39.46,17,3,14,8,1,0
1,9.18,4,4,14,8,1,0
4,38.88,5,5,14,8,1,0
2,65.72,16,4,14,8,1,0
5,26.0,2,21,14,8,1,0
7,2.41,32,11,14,8,1,0
8,46.58,8,9,14,8,1,0
2,65.56,2,14,14,8,1,0
1,72.08,28,0,14,8,1,0
4,1.84,8,9,14,8,1,0
2,8.92,17,3,14,8,1,0
4,7.42,6,11,14,8,1,0
0,25.36,2,8,14,8,1,0
5,3.53,6,19,14,8,1,0
3,137.13,2,2,14,8,1,0
6,7.77,7,15,14,8,1,0
3,103.56,2,14,14,8,1,0
2,19.64,2,2,14,8,1,0
5,18.12,4,4,14,8,1,0
0,30.56,13,18,14,8,1,0
8,78.55,0,20,14,8,1,0
8,1.81,17,3,15,8,1,0
3,26.2,8,9,15,8,1,0
10,7.29,7,16,15,8,1,0
1,168.43,8,9,15,8,1,0
3,8.95,5,7,15,8,1,0
0,87.11,5,5,15,8,1,0
3,1.05,2,21,15,8,1,0
3,163.96,1,1,15,8,1,0
3,30.13,15,5,15,8,1,0
5,79.13,29,6,15,8,1,0
9,8.13,17,3,15,8,1,0
6,21.18,13,1,15,8,1,0
10,6.7,21,13,15,8,1,0
8,12.56,1,1,15,8,1,0
4,145.73,4,4,15,8,1,0
0,50.85,16,15,15,8,1,0
0,170.3,11,12,15,8,1,0
0,90.8,5,5,15,8,1,0
8,42.9,13,18,15,8,1,0
6,9.71,21,13,15,8,1,0
0,10.14,4,4,15,8,1,0
4,872.86,2,7,15,8,1,0
2,47.01,24,17,15,8,1,0
2,43.87,13,18,15,8,1,0
1,39.44,6,6,16,8,1,0
3,111.62,16,4,16,8,1,0
0,74.65,20,18,16,8,1,0
3,132.54,31,9,16,8,1,0
3,55.59,28,19,16,8,1,0
0,57.69,8,9,16,8,1,0
1,124.15,2,9,16,8,1,0
9,8.75,2,9,16,8,1,0
0,1.24,11,19,16,8,1,0
0,71.56,29,20,16,8,1,0
4,6.35,8,2,16,8,1,0
8,137.73,2,14,16,8,1,0
4,9.96,14,13,16,8,1,0
2,88.67,7,2,16,8,1,0
5,17.98,10,7,16,8,1,0
4,7.47,15,5,16,8,1,0
10,5.0,13,18,16,8,1,0
2,116.77,17,7,16,8,1,0
2,15.93,11,11,16,8,1,0
2,19.54,6,19,16,8,1,0
10,7.51,28,0,16,8,1,0
2,22.69,3,3,16,8,1,0
8,3.73,11,21,16,8,1,0
4,6.79,5,5,16,8,1,0
6,3.16,17,3,16,8,1,0
2,17.8,11,14,16,8,1,0
2,85.7,11,12,16,8,1,0
0,2.26,1,1,17,8,1,0
4,33.37,5,5,17,8,1,0
3,1.77,6,19,17,8,1,0
2,63.21,11,11,17,8,1,0
0,5.27,1,1,17,8,1,0
2,11.1,7,15,17,8,1,0
9,9.04,1,1,17,8,1,0
0,15.31,8,9,17,8,1,0
0,2.92,8,9,17,8,1,0
3,59.17,13,1,17,8,1,0
0,9.43,17,7,17,8,1,0
2,21.45,2,9,17,8,1,0
1,157.42,1,1,17,8,1,0
1,68.97,1,11,17,8,1,0
2,92.06,35,3,17,8,1,0
3,34.36,6,11,17,8,1,0
0,41.44,6,11,17,8,1,0
3,89.28,17,7,17,8,1,0
0,31.66,23,16,17,8,1,0
3,78.37,1,11,17,8,1,0
5,36.22,21,13,17,8,1,0
9,134.7,2,9,17,8,1,0
8,4.37,21,13,17,8,1,0
2,129.01,7,15,17,8,1,0
7,6.47,14,19,17,8,1,0
0,41.95,2,9,17,8,1,0
2,19.98,15,5,17,8,1,0
3,4.04,9,10,18,8,1,0
9,2.53,4,4,18,8,1,0
2,62.83,5,5,18,8,1,0
8,33.57,5,10,18,8,1,0
9,20.83,14,13,18,8,1,0
1,103.29,28,0,18,8,1,0
5,274.88,14,21,18,8,1,0
2,11.9,22,12,18,8,1,0
8,59.01,29,6,18,8,1,0
0,74.34,21,13,18,8,1,0
4,8.75,11,14,18,8,1,0
8,54.33,30,0,18,8,1,0
0,19.21,11,3,18,8,1,0
8,68.08,1,11,18,8,1,0
1,112.39,2,2,18,8,1,0
6,4.65,13,1,18,8,1,0
8,121.09,2,8,18,8,1,0
4,8.37,13,1,19,8,1,0
2,83.61,14,13,19,8,1,0
1,105.87,11,12,19,8,1,0
9,195.96,2,14,19,8,1,0
6,8.27,2,2,19,8,1,0
8,97.57,30,0,19,8,1,0
8,37.21,2,14,19,8,1,0
0,24.03,29,20,19,8,1,0
3,89.18,7,16,19,8,1,0
1,85.41,11,21,19,8,1,0
8,1.39,15,5,19,8,1,0
10,26.61,5,5,19,8,1,0
2,116.93,31,9,19,8,1,0
1,84.16,11,20,19,8,1,0
4,21.6,8,9,19,8,1,0
5,3.47,11,12,19,8,1,0
4,66.14,1,1,19,8,1,0
4,32.26,5,5,19,8,1,0
5,16.48,11,19,19,8,1,0
6,3.72,13,18,19,8,1,0
1,123.84,16,4,19,8,1,0
1,106.86,5,5,19,8,1,0
0,81.65,0,12,20,8,1,0
2,77.64,5,5,20,8,1,0
9,3.17,2,2,20,8,1,0
4,4.78,6,11,20,8,1,0
2,9.03,2,8,20,8,1,0
0,41.88,10,7,20,8,1,0
7,2.52,4,4,20,8,1,0
1,124.51,28,0,20,8,1,0
0,51.6,31,15,20,8,1,0
0,85.56,6,11,20,8,1,0
3,74.73,27,19,20,8,1,0
4,347.95,11,3,20,8,1,0
1,6.36,9,8,20,8,1,0
2,48.35,1,11,20,8,1,0
0,79.06,11,19,20,8,1,0
2,90.27,30,14,20,8,1,0
4,19.73,2,9,20,8,1,0
2,4.55,1,20,20,8,1,0
2,105.16,8,9,20,8,1,0
1,37.12,31,9,20,8,1,0
2,9.69,29,20,20,8,1,0
3,18.81,13,18,20,8,1,0
8,156.93,16,15,20,8,1,0
5,72.85,27,19,20,8,1,0
2,23.56,20,1,21,8,1,0
2,203.13,2,14,21,8,1,0
8,170.01,24,17,21,8,1,0
4,680.29,11,21,21,8,1,0
3,120.64,5,5,21,8,1,0
6,3.15,10,7,21,8,1,0
2,60.59,2,7,21,8,1,0
4,5.97,2,10,21,8,1,0
10,1.72,15,19,21,8,1,0
1,235.85,7,15,21,8,1,0
5,5.3,17,3,21,8,1,0
0,19.95,6,19,21,8,1,0
1,60.01,4,4,21,8,1,0
1,12.02,2,2,21,8,1,0
2,17.07,16,4,21,8,1,0
1,47.21,22,12,21,8,1,0
8,2.73,2,10,22,8,1,0
1,262.83,11,14,22,8,1,0
3,18.39,22,12,22,8,1,0
8,7.61,5,7,22,8,1,0
4,6.38,2,10,22,8,1,0
5,77.02,10,7,22,8,1,0
2,81.32,16,15,22,8,1,0
2,56.31,16,4,22,8,1,0
10,3.48,4,1,22,8,1,0
0,79.31,28,3,22,8,1,0
1,23.97,2,2,22,8,1,0
2,23.41,1,20,22,8,1,0
9,10.98,25,21,22,8,1,0
0,73.96,28,3,22,8,1,0
0,99.08,6,11,22,8,1,0
2,198.45,4,1,22,8,1,0
5,137.74,14,19,22,8,1,0
1,19.01,15,5,22,8,1,0
4,16.92,13,1,22,8,1,0
0,27.83,28,0,22,8,1,0
7,832.2,15,6,22,8,1,1
0,74.05,7,2,22,8,1,0
9,1.01,18,14,23,8,1,0
3,14.16,0,12,23,8,1,0
5,18.31,33,20,23,8,1,0
5,237.37,11,3,23,8,1,0
0,23.65,13,18,23,8,1,0
5,25.8,14,19,23,8,1,0
5,80.52,1,1,23,8,1,0
9,1183.42,15,6,23,8,1,1
0,46.37,4,4,23,8,1,0
6,1982.34,10,7,23,8,1,0
4,4.32,14,13,23,8,1,0
0,13.49,31,9,23,8,1,0
10,4.65,34,1,23,8,1,0
1,18.14,2,2,23,8,1,0
3,27.79,21,13,23,8,1,0
5,69.48,28,0,23,8,1,0
0,25.43,15,6,23,8,1,1
9,7.17,2,2,23,8,1,0
2,8.05,17,7,23,8,1,0
3,139.89,2,2,23,8,1,0
5,7.26,30,0,23,8,1,0
13,43.73,7,2,0,1,4,0
9,99.82,35,3,0,1,4,0
4,116.71,27,19,0,1,4,0
9,87.04,7,2,0,1,4,0
11,52.8,6,19,0,1,4,0
4,115.18,29,6,0,1,4,0
12,120.4,9,10,0,1,4,0
4,4.91,1,20,0,1,4,0
11,78.19,18,14,0,1,4,0
12,113.81,21,13,0,1,4,0
11,107.9,4,2,0,1,4,0
11,24.92,11,14,0,1,4,0
12,96.43,29,20,0,1,4,0
12,99.91,2,10,0,1,4,0
6,33.93,21,10,0,1,4,0
9,90.94,21,10,1,1,4,0
11,49.75,11,19,1,1,4,0
4,3.84,21,10,1,1,4,0
7,503.08,8,2,1,1,4,0
12,109.93,22,12,1,1,4,0
7,16.03,16,4,1,1,4,0
4,8.76,12,5,1,1,4,0
12,128.18,0,0,1,1,4,0
12,112.96,22,12,1,1,4,0
12,70.7,2,2,1,1,4,0
9,158.96,28,0,1,1,4,0
11,73.01,18,14,1,1,4,0
12,62.84,25,16,1,1,4,0
12,143.24,21,13,1,1,4,0
7,47.96,5,5,1,1,4,0
12,188.62,2,7,1,1,4,0
9,6.34,6,19,1,1,4,0
12,89.7,11,21,1,1,4,0
11,66.3,19,0,2,1,4,0
11,58.99,13,1,2,1,4,0
4,6.29,24,17,2,1,4,0
9,3.93,26,8,2,1,4,0
12,72.98,0,20,2,1,4,0
7,28.51,8,9,2,1,4,0
12,123.23,0,0,2,1,4,0
12,127.7,6,11,2,1,4,0
6,2.13,0,5,2,1,4,0
3,67.22,15,19,2,1,4,0
12,113.37,24,17,2,1,4,0
11,54.82,8,8,2,1,4,0
12,89.42,28,3,2,1,4,0
12,76.8,1,20,2,1,4,0
6,37.36,30,14,2,1,4,0
13,53.1,20,18,2,1,4,0
12,123.03,31,9,2,1,4,0
6,205.91,24,17,2,1,4,0
9,17.13,6,19,2,1,4,0
12,107.95,22,12,2,1,4,0
11,61.81,3,3,2,1,4,0
6,7.29,15,19,3,1,4,0
7,68.04,8,9,3,1,4,0
12,114.86,4,4,3,1,4,0
11,79.25,31,15,3,1,4,0
12,97.6,34,1,3,1,4,0
4,5.6,4,2,3,1,4,0
11,72.97,5,7,3,1,4,0
12,103.61,2,10,3,1,4,0
11,66.76,2,2,3,1,4,0
3,71.45,0,20,3,1,4,0
9,39.81,11,11,3,1,4,0
9,6.12,11,11,3,1,4,0
13,97.4,13,18,3,1,4,0
6,63.64,2,9,3,1,4,0
12,93.77,27,19,3,1,4,0
11,77.63,22,12,3,1,4,0
12,122.58,11,14,3,1,4,0
11,69.45,11,19,3,1,4,0
12,96.96,11,12,3,1,4,0
4,7.59,0,5,3,1,4,0
3,62.73,11,11,4,1,4,0
11,55.87,2,10,4,1,4,0
13,44.13,25,18,4,1,4,0
7,376.64,26,8,4,1,4,0
13,100.01,21,9,4,1,4,0
13,58.78,2,7,4,1,4,0
7,7.61,4,4,4,1,4,0
12,51.54,8,2,4,1,4,0
11,68.47,22,12,4,1,4,0
11,65.68,6,6,4,1,4,0
3,97.97,29,20,4,1,4,0
11,51.59,21,10,4,1,4,0
9,5.52,9,8,4,1,4,0
12,212.43,2,9,4,1,4,0
11,85.75,16,4,4,1,4,0
11,54.04,13,1,4,1,4,0
11,96.39,11,11,4,1,4,0
13,32.13,2,2,4,1,4,0
11,60.26,11,11,5,1,4,0
4,3.44,4,2,5,1,4,0
4,131.0,7,2,5,1,4,0
11,40.84,32,11,5,1,4,0
11,49.04,2,10,5,1,4,0
6,36.7,35,3,5,1,4,0
6,349.07,24,17,5,1,4,0
4,2.15,0,0,5,1,4,0
12,99.59,28,3,5,1,4,0
12,44.99,10,7,5,1,4,0
13,45.8,3,3,5,1,4,0
11,42.83,15,5,5,1,4,0
11,56.08,22,12,5,1,4,0
11,78.79,26,8,5,1,4,0
11,64.66,24,17,5,1,4,0
3,60.63,24,17,6,1,4,0
12,124.59,5,7,6,1,4,0
12,113.81,30,15,6,1,4,0
11,54.6,13,1,6,1,4,0
6,55.6,5,5,6,1,4,0
11,34.48,1,1,6,1,4,0
12,82.47,1,1,6,1,4,0
6,35.35,16,4,6,1,4,0
11,43.34,8,8,6,1,4,0
11,77.7,15,19,6,1,4,0
6,3.66,23,16,6,1,4,0
6,13.01,14,21,6,1,4,0
11,73.27,13,18,7,1,4,0
12,39.58,10,7,7,1,4,0
11,92.49,2,21,7,1,4,0
9,5.58,11,19,7,1,4,0
4,3.9,33,15,7,1,4,0
11,56.04,7,15,7,1,4,0
7,262.31,2,7,7,1,4,0
11,56.19,21,13,7,1,4,0
11,99.28,6,11,7,1,4,0
12,95.04,15,19,7,1,4,0
11,59.1,25,18,7,1,4,0
11,67.87,26,8,7,1,4,0
4,2250.17,29,20,7,1,4,0
12,104.98,29,6,7,1,4,0
13,71.76,16,4,7,1,4,0
11,52.0,14,21,7,1,4,0
13,52.78,4,2,7,1,4,0
3,48.97,8,8,7,1,4,0
9,9.42,14,21,7,1,4,0
4,1555.38,19,0,7,1,4,0
13,95.84,24,17,8,1,4,0
12,100.52,28,19,8,1,4,0
13,26.74,8,2,8,1,4,0
3,12.1,28,19,8,1,4,0
4,5.62,4,2,8,1,4,0
6,64.2,5,5,8,1,4,0
13,35.33,16,4,8,1,4,0
12,107.7,11,12,8,1,4,0
4,142.52,30,14,8,1,4,0
7,294.57,4,4,8,1,4,0
11,63.61,23,16,8,1,4,0
12,87.83,17,3,8,1,4,0
12,134.71,30,15,8,1,4,0
6,30.9,27,19,8,1,4,0
13,29.54,18,14,8,1,4,0
6,51.04,20,1,9,1,4,0
12,224.7,16,4,9,1,4,0
4,229.42,15,19,9,1,4,0
4,8.43,14,21,9,1,4,0
12,30.85,5,10,9,1,4,0
12,97.42,11,14,9,1,4,0
6,4.05,9,8,9,1,4,0
9,3.46,19,0,9,1,4,0
11,56.79,16,4,9,1,4,0
9,20.78,33,15,9,1,4,0
13,99.7,17,3,9,1,4,0
12,162.78,8,8,9,1,4,0
7,463.64,14,13,9,1,4,0
4,7.56,30,0,10,1,4,0
12,88.61,20,18,10,1,4,0
4,163.06,27,19,10,1,4,0
3,3.05,30,0,10,1,4,0
11,55.95,6,6,10,1,4,0
9,9.33,21,13,10,1,4,0
11,62.92,22,12,10,1,4,0
13,71.78,16,4,10,1,4,0
6,38.02,28,3,10,1,4,0
8,242.69,30,0,10,1,4,0
12,153.1,14,21,10,1,4,0
11,72.73,2,2,10,1,4,0
6,1.66,11,19,10,1,4,0
11,68.33,7,2,10,1,4,0
11,69.88,21,13,10,1,4,0
6,7.73,31,9,10,1,4,0
13,46.28,4,4,10,1,4,0
13,37.31,22,12,11,1,4,0
11,32.76,6,6,11,1,4,0
12,104.16,18,5,11,1,4,0
11,75.66,9,10,11,1,4,0
12,131.57,9,8,11,1,4,0
12,119.27,3,3,11,1,4,0
4,33.14,28,0,11,1,4,0
3,30.55,33,20,11,1,4,0
9,100.02,30,14,11,1,4,0
6,20.07,24,17,11,1,4,0
9,7.59,4,2,11,1,4,0
4,1.48,9,10,11,1,4,0
4,349.08,28,0,11,1,4,0
1,37.77,7,16,12,1,4,0
1,158.96,29,20,12,1,4,0
2,45.23,11,21,12,1,4,0
1,94.98,1,11,12,1,4,0
1,43.12,4,1,12,1,4,0
9,9.34,7,16,12,1,4,0
5,98.41,6,19,12,1,4,0
4,3.76,22,12,12,1,4,0
5,17.89,19,0,12,1,4,0
2,35.65,21,13,12,1,4,0
1,23.98,11,3,12,1,4,0
9,6.45,1,1,12,1,4,0
3,128.67,11,19,12,1,4,0
5,35.83,11,12,12,1,4,0
1,73.22,11,3,12,1,4,0
1,110.03,2,14,12,1,4,0
9,9.05,17,3,12,1,4,0
9,249.4,14,13,13,1,4,0
0,8.04,11,19,13,1,4,0
4,1.28,7,15,13,1,4,0
5,80.16,13,18,13,1,4,0
3,90.3,8,9,13,1,4,0
2,7.75,13,1,13,1,4,0
5,69.86,11,11,13,1,4,0
1,174.69,6,11,13,1,4,0
2,65.88,11,19,13,1,4,0
8,136.49,16,4,13,1,4,0
4,196.26,2,14,13,1,4,0
4,9.96,11,3,13,1,4,0
5,127.58,4,4,13,1,4,0
8,29.29,11,3,13,1,4,0
2,63.86,25,18,13,1,4,0
0,5.76,8,8,14,1,4,0
1,28.25,9,10,14,1,4,0
6,4.61,8,2,14,1,4,0
4,8.04,4,4,14,1,4,0
3,99.29,2,2,14,1,4,0
8,71.79,16,4,14,1,4,0
3,56.68,4,2,14,1,4,0
3,87.08,20,18,14,1,4,0
1,115.73,2,7,14,1,4,0
1,13.12,26,8,14,1,4,0
1,94.76,7,16,14,1,4,0
9,1.95,21,13,14,1,4,0
3,147.46,5,5,14,1,4,0
0,7.64,8,8,14,1,4,0
1,81.22,30,0,14,1,4,0
2,74.53,10,7,14,1,4,0
1,38.43,16,4,14,1,4,0
10,4.52,9,10,14,1,4,0
2,14.51,15,6,14,1,4,0
5,20.76,31,9,14,1,4,0
4,9.57,2,8,14,1,4,0
10,6.75,30,15,14,1,4,0
10,6.72,6,11,14,1,4,0
4,136.25,35,3,14,1,4,0
5,15.16,13,1,14,1,4,0
3,10.7,2,2,14,1,4,0
2,7.54,21,9,14,1,4,0
5,31.34,6,11,14,1,4,0
2,5.34,4,1,14,1,4,0
0,48.54,21,13,14,1,4,0
8,70.65,5,5,14,1,4,0
0,24.61,2,14,14,1,4,0
3,95.76,6,6,14,1,4,0
8,87.3,6,11,14,1,4,0
8,114.46,12,5,15,1,4,0
1,26.72,11,12,15,1,4,0
5,6.1,9,10,15,1,4,0
0,16.02,5,7,15,1,4,0
5,77.47,28,3,15,1,4,0
4,190.34,2,14,15,1,4,0
5,11.93,25,21,15,1,4,0
1,20.01,13,18,15,1,4,0
2,50.62,17,3,15,1,4,0
2,207.83,18,14,15,1,4,0
4,65.28,2,14,15,1,4,0
3,96.87,8,8,15,1,4,0
1,109.93,11,11,15,1,4,0
2,75.14,30,14,15,1,4,0
2,27.43,2,8,15,1,4,0
2,29.01,11,19,15,1,4,0
2,105.86,6,6,15,1,4,0
8,210.31,4,4,15,1,4,0
9,3.61,5,5,15,1,4,0
6,6.64,6,11,15,1,4,0
1,242.84,5,5,15,1,4,0
0,45.32,9,10,15,1,4,0
8,84.3,30,0,16,1,4,0
0,25.85,2,9,16,1,4,0
5,91.16,13,18,16,1,4,0
9,17.99,2,10,16,1,4,0
1,11.73,17,3,16,1,4,0
1,96.46,15,19,16,1,4,0
5,44.36,1,1,16,1,4,0
8,8.26,4,4,16,1,4,0
8,130.63,18,14,16,1,4,0
2,5.29,4,1,16,1,4,0
5,9.11,5,7,16,1,4,0
2,30.69,2,8,16,1,4,0
9,8.67,6,11,16,1,4,0
2,92.89,21,13,16,1,4,0
2,47.92,7,15,16,1,4,0
1,30.1,17,7,16,1,4,0
2,133.07,2,9,16,1,4,0
4,7.59,18,14,17,1,4,0
9,7.63,0,12,17,1,4,0
5,15.56,28,0,17,1,4,0
10,5.64,21,13,17,1,4,0
8,84.08,11,12,17,1,4,0
6,9.31,7,15,17,1,4,0
5,26.07,2,21,17,1,4,0
9,7.55,22,12,17,1,4,0
0,17.29,9,10,17,1,4,0
2,76.72,8,8,17,1,4,0
2,58.2,7,15,17,1,4,0
0,60.76,5,5,17,1,4,0
2,116.15,4,4,17,1,4,0
0,12.96,30,0,17,1,4,0
2,89.39,7,16,17,1,4,0
8,4.86,32,11,17,1,4,0
0,19.83,10,7,17,1,4,0
9,3.22,25,21,17,1,4,0
6,5.7,16,15,17,1,4,0
3,77.71,14,13,17,1,4,0
4,2.1,21,13,17,1,4,0
0,84.21,5,5,17,1,4,0
8,70.99,4,2,17,1,4,0
6,6.84,11,12,17,1,4,0
2,49.33,2,14,18,1,4,0
2,44.65,4,4,18,1,4,0
5,58.79,11,3,18,1,4,0
9,83.48,2,14,18,1,4,0
4,4.42,11,21,18,1,4,0
1,24.56,32,11,18,1,4,0
2,44.57,6,6,18,1,4,0
0,22.71,12,5,18,1,4,0
2,78.39,2,9,18,1,4,0
10,6.04,33,15,18,1,4,0
1,41.44,30,15,18,1,4,0
9,236.07,10,7,18,1,4,0
1,172.34,2,9,18,1,4,0
3,82.71,35,3,18,1,4,0
5,33.74,1,11,19,1,4,0
8,65.29,27,19,19,1,4,0
9,1.65,11,14,19,1,4,0
3,185.12,17,7,19,1,4,0
2,8.6,21,13,19,1,4,0
4,14.32,5,5,19,1,4,0
4,3.42,1,1,19,1,4,0
9,2.13,18,14,19,1,4,0
2,51.61,14,21,19,1,4,0
8,55.88,7,2,19,1,4,0
3,1.89,2,2,19,1,4,0
2,77.0,21,10,19,1,4,0
4,539.36,2,8,19,1,4,0
4,3.1,8,9,19,1,4,0
6,2.91,4,4,19,1,4,0
2,10.14,21,13,19,1,4,0
5,1.64,33,20,19,1,4,0
10,1.93,11,19,19,1,4,0
0,67.04,4,2,19,1,4,0
2,28.57,4,4,19,1,4,0
1,57.2,21,13,19,1,4,0
10,1.68,1,1,19,1,4,0
3,69.73,7,16,19,1,4,0
6,10.36,7,15,19,1,4,0
2,83.25,8,9,20,1,4,0
1,23.53,6,11,20,1,4,0
9,9.58,25,18,20,1,4,0
1,122.66,12,5,20,1,4,0
1,36.15,9,10,20,1,4,0
1,20.66,16,4,20,1,4,0
4,81.55,7,16,20,1,4,0
1,147.3,25,16,20,1,4,0
0,73.75,30,14,20,1,4,0
4,4.38,10,7,20,1,4,0
0,214.59,15,5,20,1,4,0
4,7.58,11,12,20,1,4,0
4,155.15,2,14,20,1,4,0
5,34.92,14,13,20,1,4,0
5,57.02,11,3,20,1,4,0
8,90.29,17,7,20,1,4,0
3,25.96,21,13,20,1,4,0
0,19.66,1,20,20,1,4,0
5,26.53,21,10,20,1,4,0
8,10.82,11,21,20,1,4,0
1,2.91,2,10,20,1,4,0
4,9.12,13,18,20,1,4,0
8,3.01,8,2,20,1,4,0
3,52.58,2,21,20,1,4,0
1,39.39,3,3,20,1,4,0
0,13.92,11,19,21,1,4,0
0,2.52,31,9,21,1,4,0
3,6.32,22,12,21,1,4,0
1,18.11,9,10,21,1,4,0
4,11.99,5,5,21,1,4,0
2,40.45,13,1,21,1,4,0
10,8.09,5,7,21,1,4,0
0,10.85,11,19,21,1,4,0
2,9.88,18,14,21,1,4,0
1,29.91,4,2,21,1,4,0
0,15.11,2,21,21,1,4,0
10,168.04,4,1,21,1,4,0
0,5.78,11,20,21,1,4,0
4,7.78,16,4,21,1,4,0
1,121.18,2,2,21,1,4,0
10,7.68,16,15,21,1,4,0
1,18.74,2,10,21,1,4,0
8,16.52,10,7,22,1,4,0
4,6.66,22,12,22,1,4,0
8,38.7,15,19,22,1,4,0
5,91.45,8,9,22,1,4,0
1,114.08,24,17,22,1,4,0
7,90.19,4,4,22,1,4,0
10,4.26,17,3,22,1,4,0
3,33.77,26,8,22,1,4,0
0,68.18,11,12,22,1,4,0
5,62.3,1,20,22,1,4,0
3,52.93,14,21,22,1,4,0
2,174.63,8,9,22,1,4,0
4,5.21,2,10,22,1,4,0
3,135.34,14,13,22,1,4,0
1,5.6,11,19,22,1,4,0
1,17.53,12,5,22,1,4,0
4,8.54,15,5,22,1,4,0
0,163.98,13,1,23,1,4,0
5,23.28,15,6,23,1,4,0
4,6.51,13,1,23,1,4,0
9,6.62,7,15,23,1,4,0
5,77.03,5,10,23,1,4,0
2,6.74,17,3,23,1,4,0
5,57.06,4,4,23,1,4,0
8,57.9,30,0,23,1,4,0
8,84.0,6,6,23,1,4,0
6,6.67,2,2,23,1,4,0
8,8.17,16,4,23,1,4,0
8,49.19,14,13,23,1,4,0
7,1.7,28,0,0,2,0,0
